,uuid,id,sex,weight,predicted_weight,area,width,height,MA,ma,eccentricity,perimeter,% area,symmetry,centroid_x,centroid_y,orientation,center distance,x,y
1773,94869789952c42b3b2b1f83cf739c7db,TA5751,1,26.8,20.400000000000002,267058.9630051694,590,340,571.7250366210938,307.7553405761719,0.8427580356617096,1755.4154250621796,51.34083382037794,0.2624797498398825,257.9670292349351,476.1451282757355,-1.4001344024312723,55.15368113210504,187,119
1102,eb70b7b7872241a994cebff43cea604f,TA0432,0,14.3,17.700000000000024,104718.58801415307,362,178,370.4362487792969,164.06588745117188,0.8965714540690094,996.9259679317474,64.3003133941954,0.5070127207492661,323.11671988127887,547.3156450960112,-1.3898824394548963,148.71159150943268,364,232
1458,8fb9d62cc5d141e5a79c3dd34e512356,TA5751,1,26.8,26.80000000000005,274102.3956680605,597,336,577.27587890625,306.3473205566406,0.8475738259231608,1760.971773982048,51.54880683611293,0.260576815172259,256.22816334338364,476.32430019766633,-1.4152698072711518,54.78307837895785,182,118
1829,147fe5171b0945a79e447160e3f098f6,CG1741,0,27.2,26.8,177727.31096971693,462,264,508.86138916015625,167.86688232421875,0.9440203413331532,1229.0823838710785,45.665648580668346,0.3952475376263693,277.0070279703788,266.51453547788634,-1.1921187790223735,161.77512681171459,59,155
378,fc1ac43d07e54c7c801b1621cd82eae0,TA433,0,17.7,18.900000000000002,217611.15772686613,563,432,653.4675903320312,191.35504150390625,0.9561644614050666,1867.446950554848,34.036220871327245,0.2950710505975385,211.57525944566936,421.10318953674965,-0.9280334864821708,28.571968543329426,125,9
1271,348a366213634d6085ffe65307fde714,TA0432,0,14.3,26.0,182823.06223255763,436,368,502.33001708984375,217.82247924804688,0.9010937830107996,1406.0184564590454,40.74593884376493,0.2617629108663431,242.66964801329632,400.4307365099934,-0.9906067425943093,23.71997474653495,205,66
289,7015aa08cb7b466dae73e9f27584f841,TA5751,1,26.8,16.0,269837.26495922194,578,344,563.8756713867188,304.8209228515625,0.8412914610423492,1728.6458730697632,50.18129538476535,0.2588557434582233,258.1674765265938,474.9441243644088,-1.3570384121460837,54.08660657316823,195,119
139,ef60d36ece3e4510a9f4f50f666f3c48,0232,1,23.6,24.5,279670.38424817525,573,225,579.7555541992188,214.552734375,0.929002088461845,1589.1311542987823,56.83241657499082,0.2981924243005718,229.92938736993716,476.6475949241352,1.4997303599557548,53.60211273859089,217,114
1719,a4616e221c3147b09e252ecc7300fdfc,TA347,0,20.4,17.700000000000024,234075.15495748227,513,436,631.7022094726562,187.1708068847656,0.9550961781095766,1563.4814404249191,32.14671742093144,0.2019949138919268,211.4112783387312,447.12647488410494,0.9293709105816051,36.771576615514284,183,25
1810,99fd598118334a11a76cf62d386d673b,TA977,0,16.8,26.80000000000005,178244.04672884085,530,394,634.711669921875,183.37071228027344,0.957358085712939,1669.4986853599548,32.49547959828334,0.18108406051188056,221.93352808528084,469.6870131201312,0.962019799048176,49.12942677545075,199,55
351,4c31032ea2e44fd19875c32cc706cd07,CG1741,0,27.2,27.20000000000001,238379.12242324607,622,357,680.202392578125,156.71681213378906,0.9730966408043988,1738.7362736463547,32.53679249477569,0.22135927584667214,250.5674414958253,392.3054368703697,1.118556341594777,33.409821186977574,72,68
475,81e3d4b866e94b1e96b7a4e317f9efdd,TA5751,1,26.8,26.799999999999986,268468.85833809763,575,346,560.7784423828125,300.5646057128906,0.8442322911001937,1711.6164355278015,49.57753417908609,0.2534083062049916,258.9760960384154,477.16010564225684,-1.3346954846771275,56.44545201125665,198,117
1792,3a1e33d12d1a4b4e9e627b21ca42b1b0,TA5751,1,26.8,26.80000000000005,260764.45917386285,679,247,671.3452758789062,247.84271240234372,0.9293605957571429,1785.4570552110672,60.32208790018752,0.28000562825383424,246.09364850563807,464.0357168923111,1.5346304927260157,40.496804555317055,103,127
1047,1fdc7d9c8c754a4da1c34e415d318ff6,TA433,0,17.7,25.0,229638.9881187316,593,317,677.1278076171875,157.98207092285156,0.9724019186780372,1594.2194669246674,33.92742056627271,0.2624142564175094,236.89686013061203,411.1550301989175,-1.198106029392798,13.214489253834493,84,87
15,7b85ce2504aa488d8fbcc05dd3fc4172,0238,1,25.8,13.5,287038.1222841885,521,194,544.9478759765625,166.37884521484375,0.9522525385526333,1409.1412589550018,55.88684294841591,0.3136587400917814,323.4334859070104,427.92506223399977,1.5331216307079345,83.52576060196083,171,235
46,31a1b67345254c29aca46ef3852fe55d,0236,0,25.5,17.700000000000024,292232.0708241051,561,321,666.3485717773438,164.72425842285156,0.9689633711530814,1552.971773982048,35.66630396438562,0.278492545554942,281.946239543274,478.1331192430189,1.1920615143696234,68.48271030559924,190,112
638,b509ca5cc7ee4718af36069ddfd613b2,TA433,0,17.7,25.0,225683.87707459647,597,324,684.1788330078125,159.75250244140625,0.9723579442715348,1614.6042429208755,33.572107422463105,0.2664427574146809,235.02612639126716,410.84515464469183,-1.1959384581926162,14.063761054487655,82,83
1046,78f4fe4f92a04e9eafd7a7adef692c79,TA5751,1,26.8,24.5,270868.5779673864,619,298,599.4642944335938,285.72015380859375,0.8791062728579221,1744.5697530508041,56.465277365045566,0.2515106601299737,252.75706460388253,465.7252253085849,-1.5224156887762903,43.63183613326173,150,121
1573,f77ced438d714a918588bf2b00b70581,TA332,1,20.4,16.10000000000001,248666.26098212803,540,362,629.5185546875,179.46839904785156,0.958501246236324,1646.895653963089,34.412754428085194,0.3204107118079645,232.17432185166882,388.1586152551654,1.0918842366655046,36.68577515752572,103,39
1546,dbe5cd5677c14cff83cd9e90328ca9a7,TA5751,1,26.8,21.8,269868.5238763019,577,345,563.3491821289062,304.8879089355469,0.8408900991238517,1728.060086607933,50.079109302280294,0.26159295109970176,257.9987585000423,474.55397232959945,-1.3535898836636302,53.66245825383656,195,119
1121,71b86d88e6f940bb806257695fd145b9,TA0477,1,16.1,27.20000000000001,195880.32508164406,582,299,565.4326782226562,279.29855346679693,0.8694872124580013,1671.3981801271439,51.48030821917809,0.1993795516050252,205.92659627953742,464.9461185456179,-1.4220122266680149,53.268954045010396,191,40
747,a0c619fadee245b290b53fb0815b5274,TA5751,1,26.8,26.80000000000005,259119.4753730841,678,242,678.6788940429688,232.93826293945312,0.9392539138755732,1766.4448626041412,59.359943731317045,0.2881586813143736,259.349465493072,479.16877258899706,1.5025127349463665,58.463623594882094,115,144
86,48d014dfac0c49efb5845c2f4443e534,00221,1,22.1,26.799999999999986,263432.27199153893,671,357,700.0216064453125,233.89251708984372,0.9425298863060304,1802.0428416728973,38.66650590788522,0.2791328995169468,281.63149872331337,378.39169522625986,-1.2329446633115222,61.75191616689806,65,67
829,b2cd723ceb71458c994ddbe816c586f4,TA5751,1,26.8,17.700000000000024,272323.8715928173,582,343,565.1286010742188,308.15081787109375,0.8382568562274346,1743.6164355278015,50.83762886597938,0.2650804545107908,259.10829178620173,475.89551476663974,-1.382585804052781,55.30163892581437,193,120
1298,7d1e5b8d7d1c40aa83fa4c5f837ddcf4,CG1741,0,27.2,24.5,271054.90578772675,711,237,760.691162109375,212.34429931640625,0.9602485168154604,1810.846883535385,59.93279994677224,0.2321467930350452,267.6501155661851,428.0699286970024,-1.4824846511148682,27.948044840776873,70,145
1647,b7cd44d45a02434497d5fd14e4c11fa8,TA977,0,16.8,26.799999999999986,209784.5004497221,597,330,605.6397094726562,228.8036956787109,0.9258919355649586,1941.9494767189026,41.34785875281743,0.20688910743841304,250.6412259124981,526.4765507513318,1.277889870416138,103.02756496594058,242,86
134,9d8c715030ee40799188674f1101a10d,0251,0,24.2,26.600000000000005,271921.96596466645,522,281,498.8995056152344,251.7338714599609,0.8633659275864084,1510.4032324552536,46.903277084861834,0.17719484544958816,190.97609003358215,434.9258277594294,1.3951584952255471,50.22666085481054,170,27
368,fdda329625734180a4f496d06a22e6cd,TA5751,1,26.8,26.80000000000005,264393.5066377126,678,243,673.2818603515625,239.1981658935547,0.9347629831772708,1760.8296386003494,59.33360505400449,0.2748383074885062,257.1337103558031,471.1210261073851,1.5205757114038971,50.139357115637424,108,140
637,cc88624173134af480b7336c7df2be17,CG1741,0,27.2,16.1,231940.81074194433,654,375,731.9193115234375,153.70419311523438,0.9777010520346296,1729.4641954898834,31.056166419019323,0.2213906447534766,208.50708584658506,409.3577895570584,1.0891194609600243,34.73036090411029,68,23
1844,baefb17fbfff4940a066c3d0595083b9,TA5751,1,26.8,14.300000000000006,272256.42109690234,577,345,563.3491821289062,304.8879089355469,0.8408900991238517,1728.060086607933,50.079109302280294,0.26159295109970176,257.9987585000423,474.55397232959945,-1.3535898836636302,53.66245825383656,195,119
1132,6efa001dfdbe426686d506a16e04a606,CG1741,0,27.2,16.0,231659.79328694308,622,357,680.202392578125,156.71681213378906,0.9730966408043988,1738.7362736463547,32.53679249477569,0.22135927584667214,250.5674414958253,392.3054368703697,1.118556341594777,33.409821186977574,72,68
1245,ef459b799fc440298c6256cf34313141,TA0477,1,16.1,14.3,213545.47003508586,581,317,570.1007080078125,277.09255981445307,0.8739357724547807,1674.285482287407,48.88962859524351,0.19806243272335844,210.49368859461768,461.09523707817175,-1.3520355014080927,47.399145842906954,184,31
376,d42cb55ba2544b1991d57366fb1f357f,TA0440,1,16.0,25.300000000000004,195313.13039870767,593,313,655.8245849609375,204.3174133300781,0.950232128081294,1751.072279214859,41.05406543329123,0.32210239364881993,263.485581084044,517.6875497651661,1.2551440978945223,96.58638361516428,232,89
1670,1a69f9ef5510411eb76a8a85e89c6ea0,TA332,1,20.4,26.80000000000005,240092.8916425673,588,299,632.5827026367188,177.87046813964844,0.9596546460457864,1699.3565499782562,41.67823691460056,0.33370868904834233,243.59275490816967,440.6344015199493,1.2546271500780928,17.017967027734844,135,75
1028,7d2944fe109a4bfa96b98693deae1691,TA5751,1,26.8,25.8,272641.31061993423,586,340,569.080810546875,307.9499816894531,0.8409352413666895,1748.6875032186508,51.36555444594568,0.26141836589866113,258.53052643226647,475.7732440731417,-1.3947013276421183,54.9895372931436,190,120
763,401aedf8c8d44a7ab639ba651a152a71,TA5751,1,26.8,24.5,251114.92495085005,679,247,671.3452758789062,247.84271240234372,0.9293605957571429,1785.4570552110672,60.32208790018752,0.28000562825383424,246.09364850563807,464.0357168923111,1.5346304927260157,40.496804555317055,103,127
631,2e48a99c17eb4493bba7621abc0bb9b0,TA0427,0,18.9,20.4,221829.77855541,568,269,578.8895874023438,249.4010162353516,0.9024347429388648,1614.2022219896314,59.20835675473112,0.3328934967012253,201.3859361140282,492.9273865478533,-1.5075192863151616,79.00652217448318,193,78
1209,1356f3015f28441cb26b42e67b6cc6c0,TA5751,1,26.8,26.80000000000005,273057.114419673,607,329,587.4784545898438,302.01971435546875,0.8577332738406339,1765.9423364400864,52.26665296052632,0.2521993044060483,254.21850049391446,474.3031275205496,-1.4380574173399967,52.2739934828411,172,117
595,2383c965911041e7be57b7d7ce833fb9,TA433,0,17.7,17.700000000000024,213395.5588009039,545,436,631.4033813476562,211.5870056152344,0.9421804647169024,1858.216502547264,33.5569224353628,0.31148913123753724,216.42296061759575,461.16443132092917,-0.9468107295938202,44.01217719503893,179,13
1557,e28d27e624274d599fe4c7984a435a69,TA5863,0,27.7,14.300000000000006,167496.67479410782,457,199,448.1556701660156,183.90451049804688,0.9119242629358588,1158.4478269815445,63.107903534408436,0.504178917115391,285.5265955738284,545.8264863649504,1.5160951377479963,130.0552332071738,296,182
82,1307396f04b0498981849ed7c732a228,0234,1,24.6,23.6,274516.92642642546,587,215,642.79736328125,181.5003204345703,0.9593084907252444,1582.8986183404922,52.79712785339192,0.2940592997694493,229.77728144591342,412.0360062306098,-1.54030092216021,15.7366172206759,119,132
1066,68a429d3257b41abbcf4932ee378491a,TA5751,1,26.8,17.700000000000024,262516.6187695343,684,243,678.673828125,243.4401397705078,0.9334529884484848,1767.9007062911987,59.869208436170396,0.28837845280259805,247.5630926331145,465.3314959975625,1.532078094909532,42.0177692360458,99,130
886,fa3e178c6ad548a0affcca7d2e182ca1,TA5751,1,26.8,17.700000000000024,271048.4400831602,617,320,595.6734008789062,295.55279541015625,0.8682277671918871,1763.2560447454453,53.04500685700037,0.25082847141190195,254.50986758339695,471.25232820400885,-1.4619458038644428,49.42993807387472,160,120
279,70af7d5052af4d2dace04c483ed32a74,CG1741,0,27.2,24.2,244298.27582893823,633,343,677.0701904296875,164.71478271484375,0.9699571598654168,1751.1799247264862,34.973926479109004,0.21976247525783932,235.63553413209823,391.50802960128885,1.1311955199336934,32.78378719280016,67,69
1404,ea0a52ef7e994cfc869ed13f667bfc8f,TA5751,1,26.8,26.80000000000005,269761.2900177013,620,307,601.1102905273438,287.2784423828125,0.8784071564259947,1749.4986853599548,54.46303286370391,0.2505899899937697,255.3990408026387,469.22902215157893,-1.4902715869648997,47.77860297695349,155,124
311,c36e360df57d422ba238ac8d3f2b2045,TA5751,1,26.8,17.7,271539.6364204636,620,303,601.1596069335938,285.31195068359375,0.8802001543562479,1745.8418312072754,55.30089899524062,0.25326142686238395,255.57552966395332,468.50578865184013,-1.4978113294764501,47.152543386703385,153,124
1079,beb36ecae6a2489099a72b929b5e904d,TA0185,0,22.8,17.700000000000024,225890.85311451613,556,260,557.635498046875,209.00184631347656,0.9271056450767526,1451.6092952489853,48.737646901709404,0.2995110024449878,265.65943869159616,533.6093340877094,1.3847311696700508,112.57270056776144,231,121
390,994e06d9271a4b5f8e24669298edb387,TA0440,1,16.0,26.80000000000005,207728.78226681316,603,317,666.6179809570312,205.9984436035156,0.9510554640904588,1766.8296386003494,40.717328998999776,0.321570279855332,256.7675836145884,514.3753654434423,1.2587855777104295,91.91767261690191,223,79
964,236fec40e77a46f5a8db93786853fd0f,TA5751,1,26.8,26.80000000000005,274102.92539032514,580,343,564.0189208984375,307.7470397949219,0.8380245832619193,1737.959581375122,51.005501522742904,0.26661949880964897,259.2258028452444,476.3153059988634,-1.3769084592964962,55.736188753797286,195,120
1423,8c8f641480844b7088a7dc78a402b71d,TA5751,1,26.8,26.80000000000005,270173.34012679826,574,346,562.609130859375,302.1680908203125,0.8435290721331974,1719.1311542987823,49.605961298377025,0.2618064705021227,258.75280706591496,475.11803462602563,-1.3380391340896287,54.44925377706278,197,119
419,00aa5fd87097423c991255f2dc522014,TA332,1,20.4,26.80000000000005,194882.8918716307,392,258,424.1037902832031,194.8172149658203,0.8882490897222932,1100.915863275528,57.847664095200564,0.5191827797723504,217.74239487259646,348.5883382835704,-1.2788059184864151,78.62772862572484,153,103
474,cfc2eabfe55142c1b771f9c52d3ac83c,TA5751,1,26.8,24.2,263689.14374319284,678,243,673.96728515625,238.5872344970703,0.9352438410684276,1758.5869979858398,59.29721389268974,0.2766834631241411,257.21093387168617,471.3781455258893,1.5173379618387242,50.40738951987,108,140
1726,fab234963c2c46f8a19d6a86c304a7c5,TA332,1,20.4,24.0,230210.0541581779,430,423,547.3421630859375,188.6715087890625,0.9387111126862658,1512.2682373523712,35.47349017402444,0.2731094270462116,257.6314104372356,488.9662905500706,0.8411124573836403,67.31630962732913,249,41
813,cb789979b1be4258911eb2b18127dc60,TA5751,1,26.8,20.5,270247.71255122474,572,346,559.7688598632811,299.3385009765625,0.8450079402930825,1704.7880084514618,49.502716960177686,0.2502435823507188,259.9715311792152,477.3194877354655,-1.3306077114599997,56.93706903252764,199,118
79,5d878c7a623c443da261ac4b885f6ef7,0253,1,21.8,26.800000000000004,266331.65191149176,591,392,685.691162109375,190.50711059570312,0.960629609768102,1707.7657111883166,34.95447204616097,0.2725828363535886,248.41004445834545,474.1370165992717,-1.057562214212688,50.8374791002366,191,29
963,9c8d85e805d24b6eb569f4d136bc58eb,TA0432,0,14.3,26.80000000000005,117947.48443351568,325,169,348.421630859375,163.27630615234375,0.8834014314661582,959.7127648591996,66.62302802753351,0.5368155919105959,334.09728203318036,539.582845040593,-1.3969391772424933,149.04258637620867,382,246
1257,8d7b7097e4a14dc493f376d695493687,TA0441,1,13.5,26.8,96922.83871475833,298,267,373.31494140625,134.955322265625,0.9323700621714136,922.915863275528,44.92394258738258,0.4390448921694817,294.9104466197614,516.8331039053737,0.9019982418282816,107.85704579992712,363,169
905,a0bab5caa35e4331bd4ec88aaf016e56,TA332,1,20.4,16.0,242728.6467290816,591,304,635.8876953125,178.7683868408203,0.959669105544675,1712.084471821785,41.29662138439517,0.33325127939366456,236.23473179765014,439.0120493987813,1.2475038083682708,15.477043380021806,132,64
1272,7a3ac5f589404e5c9e663eb94cbf467c,TA5751,1,26.8,26.80000000000005,269300.33482512715,620,303,601.1596069335938,285.31195068359375,0.8802001543562479,1745.8418312072754,55.30089899524062,0.25326142686238395,255.57552966395332,468.50578865184013,-1.4978113294764501,47.152543386703385,153,124
396,c6c20c2b82804b0ebc77f40dd4a2720b,TA5751,1,26.8,13.5,268642.42297434754,575,346,560.9456176757811,301.4810485839844,0.8432946780309308,1712.4448626041412,49.585359862441656,0.2572808372102173,258.4863752130369,476.70350050745867,-1.3333596216396255,55.851634123424546,198,117
1194,9eef8e1f5d044764a3681601cdee52ea,TA0440,1,16.0,17.7,204653.07631587665,633,331,708.7928466796875,200.9096984863281,0.9589860296485684,1801.273289680481,39.56155754999492,0.308882534193434,242.3045269250933,518.6139541850787,1.2490240749758112,94.64201588557074,205,56
1200,d1585ac96db64267b6d6db1029a9397e,TA0440,1,16.0,16.0,196080.5324472316,571,304,634.836669921875,190.87936401367188,0.953726736590356,1657.9007062911987,41.0007488232777,0.322398014580425,296.3988603633371,543.0554980611214,1.2229233733467841,131.7385405599473,262,133
1665,e9cd298eb35f40b284c3ff15f4375b80,TA5751,1,26.8,13.9,259659.9564529155,682,243,676.0172729492188,245.27040100097656,0.93186050137353,1773.3149198293686,60.002563445270454,0.2870176629154178,246.10754147674643,464.8441446481469,1.5323454003991517,41.29825922395432,100,128
1494,89dfd57e34f745739f0429d5d3aa8bdb,TA5751,1,26.8,27.20000000000001,260507.68599407762,684,242,678.2943725585938,242.81982421875,0.9337269903202948,1768.4864927530289,59.57049566550013,0.2822592172595508,249.19637893332344,464.5575590230162,1.5325238556650418,41.58712516381385,98,132
709,f7bedfe7d5884de3bd3359e568528dc1,TA5751,1,26.8,26.80000000000005,258464.97835781798,677,241,672.082763671875,240.0956878662109,0.9340121455044301,1756.5869979858398,59.44314868804665,0.28380312545640424,256.516982738236,467.71014424213763,1.5292349404525647,46.72673141194088,105,140
1476,421b03788b9e41b189216750d9fb3fff,TA5751,1,26.8,24.5,267160.3382814277,574,345,560.2484741210939,299.73583984375,0.8448487731772285,1706.5453678369522,49.510171649672785,0.25466815757443817,259.4508476208823,477.4271912926218,-1.3349995562408798,56.85771928761468,199,118
403,95a3faf3de22484ba4e19002ae54b3e1,TA5751,1,26.8,25.0,272463.73750661715,611,326,590.4547119140625,300.2225036621094,0.8610857095411119,1762.770763516426,52.29549085135784,0.2581341471357195,254.1654624735969,472.9678176758016,-1.4459568941023564,50.97555781962008,167,118
77,bd0202e3b13947c996004abec1fd3cc7,0268,1,24.5,26.80000000000005,295081.3707552283,559,312,590.4957885742188,224.38233947753903,0.9249907024801818,1777.5575604438782,46.089952256944436,0.2992032290803887,293.934316566306,386.978290397066,-1.2962411297419807,65.4180211057968,102,108
1736,66c414c24de54791ae15c0f4c7a9e61f,TA0440,1,16.0,26.80000000000005,212285.10916958586,571,304,634.836669921875,190.87936401367188,0.953726736590356,1657.9007062911987,41.0007488232777,0.322398014580425,296.3988603633371,543.0554980611214,1.2229233733467841,131.7385405599473,262,133
1645,660c386ab176417e9a779f3e1dbda58c,TA5751,1,26.8,22.800000000000008,273352.94553219876,579,343,563.4935302734375,307.2935791015625,0.8382172284281599,1735.959581375122,50.67249874013513,0.2620181938440007,259.23666084095817,476.0525061450321,-1.3705559226356234,55.49335560487092,195,120
1433,a49d00cd3e484986a67c9204b7131a91,TA0427,0,18.9,22.9,215205.60504937786,549,262,553.1396484375,259.41989135742193,0.8832006654021131,1589.3565499782562,59.79015482958267,0.3131979861028045,212.8217067389096,487.50432822553336,1.5065787930221342,69.07575065073202,193,86
515,665b96f588fa479190c302b97d0e13d4,TA433,0,17.7,26.80000000000005,201431.32551700878,527,425,616.951904296875,204.69137573242188,0.9433573176212344,1813.8906016349792,34.3285365335599,0.3085466266675177,217.39993593534402,451.7263453577765,-0.9407193308413004,35.77028267466231,181,23
1137,2f00743c9d6e44abb50d38629783b72d,CG1746,1,24.6,13.5,215671.44527237388,305,425,458.4601440429688,235.6345977783203,0.8578083721616504,1463.959581375122,51.57929637133911,0.3679537827619897,244.1255737659724,462.02851944256827,0.415639220326166,38.25164898265528,300,49
1307,8cdb7d79e07541159aec94bb7fb6a524,TA5751,1,26.8,26.6,269534.52188364806,574,349,561.0525512695311,303.4783020019531,0.8410812050104433,1719.6164355278015,49.454146876141756,0.2549750149128211,258.06984870557096,475.53192036333513,-1.3331246597819562,54.60822510002809,198,116
1417,ea6ef66627984dd49e0d069159d2f4ed,TA0159,1,22.3,26.799999999999986,246385.03104554032,447,307,453.7851257324219,291.2381896972656,0.7668740984145825,1646.8641284704208,59.53676125865255,0.5090955027791814,251.8367977433762,535.1737577935234,1.3962697688143548,111.8021207435288,296,116
1366,b1f680e8bb6a4f6d898ae9da214a2415,TA0427,0,18.9,14.300000000000006,224554.53507794137,519,338,519.7984619140625,283.2929382324219,0.838432571985548,1601.3393050432205,48.29056773938101,0.2891435546212789,236.8476399101757,482.7404451587337,1.22288114978235,58.824971496653674,190,86
1208,987f0cc84477467bb27c54938c62dcec,TA0441,1,13.5,26.80000000000005,133994.87943877402,359,312,455.7068786621094,153.56307983398438,0.9415126097009722,1084.0529463291168,45.40559275038886,0.4093644990953067,315.3270135347018,561.962405608521,0.8899768281450379,157.18709975486922,377,155
1771,566bdba134b3453798e5959bd6d4ecb9,TA0440,1,16.0,22.300000000000004,169376.94967705652,611,393,675.4397583007812,228.50314331054688,0.941037317909032,1955.1799247264864,34.19404113193958,0.16736392082249246,228.134651517496,510.8049470589535,-1.2172009510510933,87.6121300307154,196,8
1422,6929e2dcb2734c1d826516053870a7d2,TA5751,1,26.8,24.0,272198.62216090545,599,335,580.1663208007812,305.1623229980469,0.85049007023658,1762.971773982048,51.99089125150103,0.2622963045829138,255.38725503556927,475.2579792308321,-1.4223549714046757,53.51773586726244,179,117
430,9cc05d0914ea438f9e7b821fcdc1fc61,TA0432,0,14.3,25.4,178345.80169053414,432,390,507.9094543457031,216.92474365234372,0.9042075434628034,1424.462107539177,39.31017556017556,0.23907155546495035,234.20210861629104,403.41070094577634,-0.9516774800272724,21.39006264697557,207,43
740,77da081a1b4c4fdfa4042441e4a5a632,CG1741,0,27.2,27.2,243140.64446763825,637,340,682.673828125,164.3256378173828,0.97059736528332,1764.594138264656,35.411534926470594,0.2251699893314824,241.22677697448512,390.0484087351867,1.1387414733894536,33.97374767608182,62,77
1820,368fbe373e6747309b9696efa33b4b94,TA433,0,17.7,14.3,187155.4955005016,513,300,452.1651611328125,248.7732696533203,0.8350445697991367,1681.1900293827055,37.40155945419103,0.14681259864132298,227.0038987971796,550.0877644131066,1.251688753457653,126.75576113600918,307,53
198,26d6586f2fe3425194e6d442a35ad230,0238,1,25.8,26.80000000000005,288883.0310777105,522,185,543.6287841796875,162.63487243652344,0.9542012988524416,1397.727045416832,58.09263095590411,0.31524990756613225,315.8069391126877,418.55935662568635,1.5608074731520742,76.00192509378431,163,227
1652,d44c5e9b8bf14f748ecadb346b04f3e9,TA0477,1,16.1,17.7,203741.58534459374,450,340,445.4588623046875,308.91119384765625,0.7204880160924405,1620.184977054596,56.7859907120743,0.5249811218682024,226.83289395636984,435.65525385004076,-1.2569720259610744,17.584584836529082,224,60
1836,a6bc976368c943fc9197b641fdaa0503,TA0185,0,22.8,26.80000000000005,216843.14884997354,526,431,655.2164916992188,167.1795654296875,0.9669010488437376,1567.8662164211273,29.109513518281656,0.3029202561197046,282.5057049284243,472.48959378796684,0.9441352889424725,64.48236702529076,192,29
620,f948984a758e4269a4a2f228f70bb4bb,TA5751,1,26.8,24.5,260777.1261575713,626,293,607.5237426757812,285.0164489746094,0.8831213943872789,1758.4692478179932,57.46183640920483,0.25344269978907896,248.47834058506416,466.0937160787748,-1.5495952557674872,42.93906371122743,145,116
412,c2adeaa888be428ca047246ffe1038cb,TA5751,1,26.8,16.8,270311.706074929,575,346,562.1569213867189,302.826416015625,0.8425062121604416,1722.3027272224426,49.633270911360796,0.26007822634920946,258.8753050198916,475.90193788513216,-1.3423603774942308,55.227604472999325,198,120
504,2435159dfca946dd85468291f33a8570,TA433,0,17.7,26.80000000000005,213679.56396945848,546,436,633.98095703125,212.1949615478516,0.9423238769101308,1853.2875702381132,33.78969013803093,0.31636239382993264,216.4914369673817,467.52540699382894,-0.9463202810196908,49.46830894458638,185,14
894,f9b7c5d1221845a591a4179b3b9d7a38,TA0440,1,16.0,26.80000000000005,167566.55744228745,611,348,684.6245727539062,210.4831695556641,0.951566434189096,1918.16773211956,37.01225070106807,0.16577783482898253,238.6873192849026,481.5416558847024,-1.283247812617305,57.55662683491183,171,45
1030,7311eb5916f540ad94cbb7a407a4a11e,TA0440,1,16.0,26.80000000000005,209285.60052676726,626,326,698.9581298828125,202.91717529296875,0.9569315076591536,1795.7585709095001,39.787531577048,0.31141479641721265,245.53019064350315,516.9364087882534,1.256005749527634,93.10080067867749,210,62
1559,341177aeabf143e98aa5d45f2828d21f,TA332,1,20.4,17.7,199672.95927108836,405,262,430.4658508300781,176.7086944580078,0.9118580224090522,1104.1706964969637,52.308514953719076,0.4762354257346129,269.6906479705298,547.296093842837,1.121225344100498,126.82058718446144,329,137
1223,496780a5f3494fba87f9740e053fb981,TA332,1,20.4,26.80000000000005,174190.26352420246,352,269,407.5351867675781,161.7373809814453,0.9178760059240046,1001.1412589550017,48.900117739403456,0.4748278743980578,294.2521319482131,538.2735095743856,0.9230698978221784,126.49793994912923,344,165
904,846306dfb4484a12aecb2afa79049f13,TA433,0,17.7,20.400000000000002,184710.79057046628,513,318,449.9770812988281,264.36294555664057,0.8092218900705698,1719.8763210773468,36.249174069451584,0.16729442351921606,210.03897697549004,540.6034326864082,1.2031870784484726,120.39112681144293,299,25
1725,28f6443365b940cab5a0107a0b3710ad,CG1741,0,27.2,16.1,264343.97398341674,723,254,814.925048828125,170.23052978515625,0.9779389240349712,1848.8052533864973,45.88577441782543,0.0,261.00232056656847,344.38353930185974,-1.3690210071220104,82.3400162938982,29,145
1599,1aeb67592bee491fafd3cec425a3d542,TA5751,1,26.8,25.5,262572.1672910057,644,280,626.3405151367188,272.703125,0.9002413763127934,1767.3981801271439,58.57446456171341,0.2684382895106204,247.3768997514046,466.9938716227906,1.5627910613529852,43.62214629129655,133,119
342,c3f2ae869fc04644aca40394bd0d38c9,TA5751,1,26.8,22.8,271452.66172487865,616,300,597.30615234375,284.9661560058594,0.8788568388321986,1739.2560447454453,55.84818740861789,0.25286697247706424,254.32631334263127,467.19385402138533,-1.5064688947266345,45.507716699610484,154,123
1002,618d82dc1011492abda90ad6f6195ad1,TA0185,0,22.8,24.0,224361.9882370402,512,435,639.8028564453125,171.64964294433594,0.9633395282708059,1556.1677321195602,29.81636344027145,0.3010823853843502,283.30018426042136,476.50460651053487,0.9262171514871106,68.0561508007362,208,26
402,29903ec7c4964083846823fe23afba7d,TA347,0,20.4,26.80000000000005,236348.9337694443,513,444,637.148193359375,188.12120056152344,0.9554184816243114,1579.3809351921082,31.891808139096646,0.20215854500006508,220.98709831112004,451.5655052221122,0.9160274368815916,33.48652727264067,187,30
739,856edefe54ce48a4a529e5c08e00a15f,TA0441,1,13.5,27.2,133125.70695674466,358,307,452.18157958984375,151.77833557128906,0.9419839437032832,1073.9108109474182,45.16773916773917,0.41356966603251133,316.99880556423307,559.2697770999099,0.8950975077375403,155.64937730353398,375,159
