,uuid,id,sex,area,width,height,MA,ma,% area,eccentricity,perimeter,symmetry,weight,x,y,centroid_x,centroid_y,center distance,orientation
224,072f6ce7c4764df4a07f86e6fb538fee,0238,1,303514.614323853,513,206,509.5038757324219,203.55441284179688,59.7496364958197,0.9167266816222083,1468.3788472414017,0.28866258925612365,25.8,180,158,259.8454951275019,425.3162163739278,19.889095062337503,-1.5254541964660622
225,ed6cd39f027947e2b10fcdcab147cd2a,0268,1,285708.41605153243,573,263,609.536865234375,193.57139587402344,49.058651559921955,0.9482344061586983,1695.959581375122,0.3001064207165662,24.5,151,129,281.04973895606884,436.2034430899776,42.82528565709419,-1.344889707717439
226,8403c0d463d14793986e439b582a7f0c,0236,0,289215.5461946421,566,324,667.9745483398438,167.14964294433594,36.10668084352295,0.9681855039980718,1565.6408207416534,0.26719816228633203,25.5,194,104,273.36311548559826,485.0982707554613,69.61390783609997,1.1835103659806607
227,5a4ba13669654523bcf5d70ab4c1c72e,0274,0,209951.89889872985,472,263,499.17022705078125,184.48634338378906,48.55715952172645,0.929196515886052,1249.5432798862457,0.4686206177583177,25.4,327,159,299.5926284459342,599.9983528867826,185.81362055553313,-1.1429927722804074
228,db3a5ddcaf1946f9b5ce7e4ed4f5e002,0268,1,292157.73586628,556,311,581.1524658203125,222.57647705078125,46.02041211236614,0.9237518505281138,1783.5991905927658,0.288860319500988,24.5,101,110,295.2392497659852,383.14849826077915,68.70385658067866,-1.284214046221707
229,85468fc9756c4ad59bf61144e0da21d6,0274,0,242377.1984366723,689,246,716.2405395507812,194.75440979003906,47.685432676244574,0.9623221160261565,1816.6875032186508,0.17201041365345676,25.4,69,105,238.1668849119744,442.848851134316,18.937779701156984,1.4161032995717395
230,a5b80f077afc4887907cfca15731cab9,0238,1,292472.3865807131,523,255,586.769287109375,159.54849243164062,43.15030390439889,0.9623226591918361,1447.248904466629,0.32306770899003906,25.8,107,104,247.14128078817734,361.90902614626754,62.50029540250573,-1.3223933675289397
231,aa89405db8f6450a9a7b6ca00b267748,0272,1,242763.31265050985,588,326,554.4548950195312,272.67901611328125,39.29094273253154,0.8707101313344776,1813.682450890541,0.15329635844295578,22.3,116,122,250.23832774257673,417.73970679587524,12.000609399777455,-1.2781062703952861
232,8a521f7d0a8b4221a9200727b5676443,0257,1,267102.1249410303,651,259,691.0763549804688,192.25408935546875,49.353935729481584,0.9605245750238726,1771.9351961612701,0.28648849211257155,23.3,61,105,247.46623964971604,394.69739237872284,30.238841709191217,1.4364707448334852
233,c931870ec40a4f009adce39195559e68,0238,1,302145.0766069593,514,206,510.4524230957031,201.23460388183594,59.80650634943804,0.9190126965865719,1455.0651389360428,0.3068322605989182,25.8,178,161,262.20155854788953,422.17854584265393,22.276150861463478,-1.5132242798754465
234,4a62fdff1b514a8b8011929a61480bc4,0257,1,253354.39655734733,602,179,634.3729858398438,163.30384826660156,61.93240454076368,0.9662981211995681,1440.028561115265,0.3432157899083326,23.3,202,179,262.0621894854616,534.6218016170066,112.80036878434736,1.515585954495622
235,56513fceaf4a4c2eb70ab5e7cbabbf56,0268,1,291064.34248172736,563,308,587.6798095703125,225.3679962158203,46.22340893108298,0.9235459711563503,1782.871268749237,0.28236929201559424,24.5,105,107,289.6697436601352,392.39555952094986,58.872099446659504,-1.308015464515094
236,de96455cf2274119a1903aaab7cf3488,0261,1,306714.1573883614,648,253,688.3826904296875,212.01564025878906,58.19621682665161,0.9513892859407708,1680.663118004799,0.3388599339120047,27.1,79,207,327.0628557964185,429.0468331762488,87.2090097669779,1.408048628976721
237,0196cc1752f945c9b5bb8cc40857b13b,0236,0,291576.48135130206,562,298,645.4006958007812,163.40957641601562,37.42752874375904,0.9674163391977937,1518.6875032186508,0.25957759253660434,25.5,179,136,288.4396766597353,472.4925430684275,68.54144007929072,1.2284080315781691
238,4a86d3545a354603ba75b2f1e4fe545f,0238,1,319349.8893607469,605,229,662.002685546875,180.03114318847656,51.996445771591276,0.9623115907737857,1607.3838995695114,0.31574838839645447,25.8,42,173,298.6982806838355,362.6660830232728,84.89603952450551,1.4728650610252998
239,2d88a2b6aee64f839bc77a73a5e23337,0268,1,306583.99987288384,590,202,616.6649780273438,173.34130859375,57.42574257425743,0.9596800105217761,1534.5971026420593,0.3079225593848689,24.5,32,140,243.5292821785463,309.3315727310127,114.72272680266464,-1.4661079424278889
240,8991193f9ed74ec4abc5d0922bfe5fe4,0236,0,304474.48878063244,504,336,597.69580078125,154.1910400390625,33.02332282178931,0.96615138423177,1400.160591840744,0.27260795800121645,25.5,228,26,213.52149262009675,490.56595692231843,71.63894174296229,1.0819516505523787
241,aeb6634dd0284960acdf056328f114c7,0236,0,290479.6370074536,568,323,671.3320922851562,166.04061889648438,35.88268670149283,0.9689312836355777,1565.983966588974,0.2689688715953307,25.5,197,104,271.8503004846527,489.70299192245557,73.0159214728194,1.1853820309102396
242,22acd1317adf4d91b1ed7f1b8dc9ad73,0277,0,158535.95728981282,405,216,407.9284973144531,179.4362335205078,49.75870069605568,0.8980605874227194,1213.9625457525253,0.4991904908289784,26.0,369,71,188.48002696112445,606.4095315504629,189.54562728373818,-1.1703058756012448
243,c68af2c421154aee8e13a0a06b3d779d,0236,0,289940.91554923524,564,318,667.3231811523438,164.3801727294922,35.65992883413569,0.9691866037076355,1550.8296386003494,0.27306089099998615,25.5,183,114,281.9734154042079,474.26491735427555,65.48533818593556,1.201614339549427
244,f8e0033f38414967ab1e213b3ca35690,0236,0,289923.097655321,495,292,492.0885925292969,291.37896728515625,57.30670863663191,0.805844622175321,1633.6753106117249,0.39841985174758493,25.5,251,142,282.44511602209946,481.82837569060774,71.73359679497158,1.5578971725587742
245,6213618e82e1454983a3febb342d1a85,0277,0,160585.22402718422,417,212,425.9559326171875,173.3431854248047,48.774714980467195,0.91344999729931,1186.3056915998459,0.4690424693254634,26.0,357,70,187.39020101975035,602.3709195334935,185.96767429842828,-1.2132125629669974
246,9ae3e05a6be2450b9db039847acf8a91,0234,1,278518.4629979715,575,213,626.087158203125,179.3672332763672,53.41289922897214,0.9580834599047416,1556.6559777259827,0.29703134731160474,24.6,130,138,235.23290816665119,418.4728641015091,7.298931140103158,-1.5368479798878119
247,05ab0076556c4b998250e3ecf8cb9cd5,0233,0,303012.18297564256,517,386,639.598876953125,163.11404418945312,31.890804828345797,0.9669343192619899,1475.4986853599548,0.28933869402467766,24.2,154,37,255.19369049691355,424.0055167981146,15.1936914984826,0.9794108362456329
248,c6d121233efd46cca644910b8677bc67,0268,1,286387.88143512496,581,305,617.6069946289062,215.2528839111328,43.84464504154891,0.937298638318409,1842.5525081157684,0.21315225160829163,24.5,148,77,257.5302850150646,444.832350191049,27.226782901986354,-1.25853994243405
249,f83fd84f552544af9e8408c4d5bbf949,0257,1,248324.43930757846,648,225,682.1453247070312,182.9532470703125,56.845360824742265,0.9633624908402579,1689.2905346155167,0.27174533579959353,23.3,94,133,244.59763994819397,430.052448055614,7.600685532182904,1.451454916233019
250,dadfbe661ded4383b0dc65b4238e8993,0236,0,291045.48511541216,569,325,669.1400146484375,168.734130859375,36.33655374831845,0.9676840816358441,1573.6408207416534,0.2716573258606885,25.5,193,100,269.33577482072326,486.46343521110555,69.0091908567559,1.1848056678194292
251,7119d344f33e49b2b8058dbdebf82aa0,0251,0,271017.1253169975,520,279,496.7520751953125,255.452392578125,48.1841053212021,0.8576431822542782,1510.4032324552536,0.17474627204173046,24.2,171,35,195.87203063030918,434.9481260892835,45.465801934632374,1.4222402014516784
252,952351c78a5f4c3ba4c44cb12f5312bb,TA5751,1,267638.9690040593,630,291,610.299072265625,283.5114440917969,57.70004348771472,0.8855494617747905,1764.4692478179932,0.26028307093611724,26.8,142,116,247.78519428519428,466.216653016653,42.92848753434834,-1.5556798615022065
253,f3cba3b287af4e5e8661b57146676b8a,TA5751,1,265101.27329854976,641,284,620.9525756835938,276.5592041015625,58.26723209773461,0.8953421657927821,1770.1261019706726,0.2663346688134197,26.8,135,117,247.22001983964472,467.2173806208535,43.81632885366579,1.5699403249268031
254,0e302e469411421eac735bdbb31f14a9,TA0427,0,222729.98544755974,468,381,507.9643249511719,265.0362243652344,43.759505728434824,0.8530914047497966,1541.9423364400864,0.3066421632974534,18.9,194,86,250.11022443890275,466.59791219625356,43.78126039397124,0.9546442684758061
255,11939a59ff73416ea59eae0b870e2d2d,TA5751,1,271388.42309648363,616,298,598.192626953125,285.2237243652344,56.247433819556996,0.8790068397453644,1741.4986853599548,0.2573551149639039,26.8,153,122,253.25013685665772,466.4615548772002,44.48089218203296,-1.5177190142869972
256,38bad08f512a488aa95e8665713b13b7,TA5751,1,266202.05434540304,586,340,569.080810546875,307.9499816894531,51.36555444594568,0.8409352413666895,1748.6875032186508,0.26141836589866113,26.8,190,120,258.53052643226647,475.7732440731417,54.98953729314359,-1.3947013276421183
257,595e1e8f65514394bfc6293aace749a9,TA0477,1,200275.26860916804,450,344,459.4397888183594,304.0650634765625,58.07828526454758,0.7496654295890882,1539.7169407606125,0.5721633264249829,16.1,212,60,229.0146770933641,425.75673273298696,11.124901314537908,-1.2509120236000408
258,e6423f413cc944ac8538fd7b0586e79d,CG1741,0,233263.14621318885,612,403,757.4344482421875,141.11749267578125,26.33695372934091,0.9824910394640382,1702.7779037952423,0.23051529790660225,27.2,90,28,247.43881021661818,400.490811509861,24.658017781317056,1.0437072557866365
259,c7e508eb3f1c46eb9e36c68bd44ba083,TA332,1,241266.5776924791,540,362,629.5185546875,179.46839904785156,34.412754428085194,0.9585012462363239,1646.895653963089,0.3204107118079645,20.4,103,39,232.17432185166882,388.1586152551654,36.68577515752572,1.0918842366655046
260,24f4802eaa174e66b19dee40ba2106f8,TA977,0,180510.69625609697,536,384,625.6659545898438,184.11891174316406,32.05984593937661,0.9557202647599892,1680.9128988981247,0.14677025404666952,16.8,228,73,234.39448881789139,500.82673056443025,77.03095666569581,0.9850549769040449
261,8daec79acd894ea699ea3dd7c6579ac9,TA0440,1,163116.0590219325,612,379,681.1205444335938,220.41529846191406,34.60566801619433,0.9461916207886152,1942.694643497467,0.15879967558799676,16.0,191,21,231.94890160234206,505.26273269716404,81.66058970408862,-1.2370298718666297
262,0c4ae98a90374250801c729fe9434b15,TA5751,1,251793.00078970895,676,240,672.536376953125,240.24148559570312,59.587755102040816,0.9340213876720643,1759.072279214859,0.28580031664934485,26.8,104,139,255.69875254774666,465.37642485090964,44.2544841230621,1.5318879068073905
263,93e727071f9b4312a8fd27a4b59a9bf2,TA5751,1,266395.5458365755,635,289,615.384521484375,280.67620849609375,57.83805138544533,0.8899290902960313,1766.7118884325027,0.2575587486903158,26.8,139,116,247.38280104545166,467.0834084637871,43.71139252110651,-1.5634047160824167
264,82c8d49d1bb548a89c33bea9b6fd40d2,TA5719,0,204877.6774906121,653,407,737.2412109375,171.85853576660156,28.503460207612456,0.9724502958871547,1912.694643497467,0.21349554682888017,26.8,32,49,269.7963824225988,357.6116258237106,72.76840407240469,-1.1075008208784665
265,0e77df0b03ea48f682c01598e2326d32,TA5751,1,269534.52188364806,574,349,561.0525512695312,303.4783020019531,49.45414687614176,0.8410812050104433,1719.6164355278015,0.2549750149128211,26.8,198,116,258.06984870557096,475.53192036333513,54.60822510002809,-1.3331246597819562
266,bec93108dae44e90af9584c4d1931e91,TA5751,1,273158.77086852165,576,345,563.3598022460938,302.9820861816406,50.02322965571205,0.8430643170594107,1724.4032324552536,0.2572279860632588,26.8,197,120,258.89417224301536,475.8871498242032,55.22015992034109,-1.3449565150906022
267,0a1a9cd7a906452fb193c86825243e6f,TA433,0,210468.32540514358,534,424,627.032958984375,197.9988250732422,34.88563986955285,0.9488354309220484,1809.505825638771,0.3003244130113234,17.7,165,25,219.5491617961854,440.35963393222215,26.1892039900971,-0.9367559344721192
268,13529460278d42d1a01ac363fc10824d,TA332,1,275044.81487535365,550,437,685.9056396484375,187.05870056152344,35.65399953984201,0.9620940613415496,1643.7657111883163,0.2348657940253251,20.4,6,39,272.0376237004286,301.81549996350253,126.3149293691728,0.9553794253894644
269,0574d93fe93a42f48eb61607f830bba6,TA433,0,222784.32140666025,559,426,646.129638671875,190.5580291748047,33.874666999667,0.9555212431210078,1849.505825638771,0.30136686181672123,17.7,129,19,218.8620888972774,424.2116500731374,21.13897068307874,-0.9345874000059444
270,e0827d59788d49c7bc39e98e08f6feab,TA0427,0,240581.83141650874,640,311,641.1937866210938,247.9909210205078,47.23548030546624,0.922178567266633,1941.4814404249191,0.195395028148523,18.9,184,58,212.6138678599524,491.48683605602724,72.83181498799303,1.3894540081702158
271,7f61f02035044b23ac71dc937179d3d7,TA977,0,181507.40161459098,526,419,651.1689453125,191.25157165527344,34.949099044414766,0.955896111545135,1578.670258283615,0.21946057682842798,16.8,178,16,195.30939411314984,447.5116709671254,50.49800913105519,0.9170233077619167
272,8d0a56b853e94ae39414ffe30935cb1c,TA0855,0,273565.30140951416,427,403,471.1501770019531,304.7102966308594,47.86366738411465,0.7627130065552725,1611.7758158445358,0.47202629745733193,26.6,138,42,200.3250621137797,379.9184451381368,59.30669587251421,0.9184406518318495
273,388ec8082bcb4b5695a97e6700fb5271,TA5751,1,267302.54214040283,619,298,599.4642944335938,285.72015380859375,56.46527736504557,0.8791062728579221,1744.5697530508041,0.25151066012997375,26.8,150,121,252.75706460388253,465.72522530858487,43.63183613326173,-1.5224156887762903
274,c51a4f097d8341c6a2ce7a879aad6ef9,TA332,1,222477.5848939566,410,448,554.3381958007812,186.1436767578125,35.028097062579825,0.9419352965437081,1526.9128988981247,0.2792283794523517,20.4,263,21,249.82625688150503,493.4221917155785,70.11416423873182,0.7509759025636713
275,4e1e7ebf69d242cb891f3941ab0ac946,TA0154,1,310972.8168069544,598,278,649.6727294921875,195.22262573242188,49.734859999324485,0.9537837687639331,1679.5331752300262,0.3727394169351489,22.9,92,142,286.7588886581487,409.232356573727,49.03546635763436,1.3197606457192643
276,ba6ed91d797c4cdeaeaebf951c2c23e8,TA0440,1,161096.28854111905,639,316,692.6387939453125,208.15069580078125,43.389721967728065,0.9537760202256143,1819.4326699972153,0.2835811330428095,16.0,162,10,185.38618138227514,476.96340732473544,76.07753741713509,-1.337600296253184
277,b9846c30104e4a8fa2c789f718610cd8,TA332,1,236832.78277430485,580,283,624.0873413085938,173.0203094482422,42.28867380656652,0.9608014684302045,1678.0428416728973,0.32805190885770336,20.4,145,110,266.80868805590853,446.77276577721307,35.17534102781122,1.2728116996535295
278,35faca778d3c4b7db0f16ce5eda06e0d,TA0440,1,193967.59327330047,635,343,717.2852783203125,198.31573486328125,38.81947675535389,0.9610193905984129,1797.6164355278015,0.30072499318615425,16.0,201,49,240.5516853104907,517.2670819872246,93.26871361337355,1.2235592780463325
279,70af7d5052af4d2dace04c483ed32a74,CG1741,0,244298.27582893826,633,343,677.0701904296875,164.71478271484375,34.973926479109,0.9699571598654169,1751.1799247264862,0.21976247525783935,27.2,67,69,235.63553413209826,391.50802960128874,32.78378719280016,1.1311955199336934
280,2a362c88066b491da8d1e7233cefc950,TA977,0,179449.60521133247,528,413,647.0819091796875,191.0887451171875,34.220686983471076,0.9554019724427858,1593.2560447454453,0.19899467401743728,16.8,188,27,203.69051819983565,458.76521486924156,50.26926131843396,0.9247591635009634
281,cd37c132d73b4739b64f69c6684f739d,TA0441,1,131001.87213023104,356,303,448.9676513671875,149.6571502685547,45.03103418130956,0.9428080442490736,1065.0823838710785,0.4129501664966412,13.5,375,163,319.139142352897,558.1809920769028,155.78043037266895,0.9032377725350569
282,f538e034921146d9b1ebdd48456c2684,8440,1,205611.38173100766,362,189,408.09393310546875,162.7344207763672,62.21111764321641,0.9170522483773367,1041.192993760109,0.4777454242928453,24.0,256,169,261.305536033413,432.7843215999679,23.0453937185443,-1.3768096847559936
283,7ac7aa052b524bf2901c48e360f116f0,TA5751,1,270976.0829882927,611,326,590.4547119140625,300.2225036621094,52.29549085135784,0.8610857095411119,1762.770763516426,0.2581341471357195,26.8,167,118,254.1654624735969,472.9678176758016,50.97555781962008,-1.4459568941023564
284,040cbfec3f90401988a51535076bbff2,CG1741,0,306090.1431258214,535,383,596.7439575195312,233.3140869140625,36.73228955340654,0.9203997902307665,1600.2438521385193,0.20374782032075053,27.2,3,25,197.80604933414403,315.1969431429355,116.6980490592465,1.0459490248189773
285,78c169f4eb7c4adc9fc7848973da54eb,TA5751,1,256912.85771468896,680,242,675.37890625,241.4797821044922,59.47258407243163,0.9338950999747296,1755.4154250621796,0.27801765681020857,26.8,101,135,252.25495705601918,465.97852332649603,43.730771695889906,1.5317928824905582
286,065915ba557149efbabeb3d4233ba381,TA5751,1,269837.2649592219,578,344,563.8756713867188,304.8209228515625,50.18129538476534,0.841291461042349,1728.6458730697632,0.25885574345822326,26.8,195,119,258.1674765265938,474.94412436440876,54.086606573168226,-1.3570384121460837
287,2824976e58654032adb56739e4f1ffcb,TA433,0,212791.9375773463,550,435,632.70068359375,213.18380737304688,33.890235062648856,0.9415251938600626,1875.3880754709244,0.317381145506713,17.7,171,14,216.8585114824496,457.8396424570575,40.99573017314615,-0.9474447506085076
288,1c9bf22e92594a2e8c537f5fc9249381,TA5751,1,260447.65030670655,674,240,680.5900268554688,230.4189453125,59.80650522317189,0.9409456585499907,1788.0184564590454,0.2897209146593662,26.8,124,150,263.2805458919142,484.81674860795647,65.12035571362382,1.497991178824553
289,7015aa08cb7b466dae73e9f27584f841,TA5751,1,269837.2649592219,578,344,563.8756713867188,304.8209228515625,50.18129538476534,0.841291461042349,1728.6458730697632,0.25885574345822326,26.8,195,119,258.1674765265938,474.94412436440876,54.086606573168226,-1.3570384121460837
290,e04708c777104750ae47f15fbf0c98ad,TA433,0,205201.18766813446,546,436,633.98095703125,212.19496154785156,33.789690138030934,0.9423238769101308,1853.2875702381134,0.31636239382993264,17.7,185,14,216.49143696738173,467.525406993829,49.468308944586376,-0.9463202810196908
291,92de2ac2df5345ebac9684e1d275ae40,TA5751,1,264539.1360959023,657,270,640.7651977539062,264.0260314941406,59.22049308344489,0.9111621307997368,1771.7413259744644,0.27563826802581126,26.8,122,122,246.97117071264327,465.2919465222173,41.87627095024662,1.5504101924518987
292,1b920c42e49042b1bbda2f9ee0c6edec,TA5863,0,169880.81531946696,457,199,448.1556701660156,183.90451049804688,63.10790353440844,0.9119242629358588,1158.4478269815445,0.504178917115391,27.7,296,182,285.5265955738284,545.8264863649504,130.0552332071738,1.5160951377479963
293,bc0939e5207444bdbd8ecf1906910e7e,TA347,0,232678.8636238328,514,439,633.7254028320312,187.85281372070312,32.00763345858299,0.9550557613479892,1570.0672268867493,0.20282066741814558,20.4,186,27,214.42848651929788,450.2071677879508,36.615815505864916,0.9225799417535004
294,9e2c81f9a7504399837ff03c02593867,CG1741,0,190019.79003604446,437,192,493.49957275390625,183.99073791503906,69.1197599729547,0.9279002427795123,1214.4061968326569,0.4434743065029559,27.2,308,199,293.8350312385152,522.999367879456,112.69021887006778,-1.4858352194367832
295,f8e3e1296f2143dd92830a7ab256ec37,TA5751,1,264789.62338199985,641,284,620.9525756835938,276.5592041015625,58.26723209773461,0.8953421657927821,1770.1261019706726,0.2663346688134197,26.8,135,117,247.22001983964472,467.2173806208535,43.81632885366579,1.5699403249268031
296,2be65f7ede5f43db8d51ac9a17105263,TA0154,1,303016.4214466805,582,376,679.3723754882812,183.72503662109375,35.30848866324961,0.962738662450531,1577.2976748943329,0.3337287826245665,22.9,90,24,232.0686395123303,402.9812025491826,22.46544736843349,1.0815410031211685
297,8b5b2b339f0a4a449a2a566a40736065,TA0432,0,192089.58634226627,460,284,498.0568542480469,193.80039978027344,44.36449487296945,0.921190028419879,1365.7930607795715,0.2558985094360411,14.3,197,140,264.4371406347705,402.2606341604771,32.707397779526396,-1.110624329369532
298,78235527e89b4715bb2e7beca71a4a4f,TA0440,1,221535.56220027478,654,316,687.2749633789062,198.26571655273438,42.5006642248496,0.9574856429341605,1836.3443573713303,0.3082097809249834,16.0,147,6,188.53447648795515,468.7631894227889,68.20882082010598,-1.2974882706294462
299,69e6dd7b55e54c4ba69d167ed0eea917,TA5751,1,266852.25418238284,574,346,560.1876831054688,299.59649658203125,49.43490835151168,0.8449694957824698,1705.959581375122,0.2531316895266788,26.8,198,118,259.88853509330556,477.39094733591924,56.97496893886427,-1.3333205747980852
300,dde425e73fe74746b5a8836fe5228105,TA0477,1,214254.66292993078,582,299,565.4326782226562,279.2985534667969,51.480308219178085,0.8694872124580013,1671.3981801271439,0.19937955160502518,16.1,191,40,205.92659627953745,464.94611854561794,53.26895404501039,-1.422012226668015
301,08ae0a01bc4e48e080c21fac2b88426c,TA347,0,226536.72319454682,520,441,636.056640625,193.42977905273438,32.34400860642172,0.9526376290559058,1600.5525081157684,0.207347083745592,20.4,182,38,223.8994357336075,453.3284495526261,33.45722826023056,0.9436394651420736
302,2b178237389a46909788eb7edeb76f1f,TA0427,0,214942.46819795744,451,392,515.080078125,261.09417724609375,43.24774354186119,0.8620047687983993,1550.4448626041412,0.29355483625285606,18.9,194,82,249.5347093454478,456.3564806230299,33.73206961647443,0.8927436851622009
303,9b3e844a1b574f0e8cc10def7a318431,TA5751,1,260468.67046879986,682,242,677.1941528320312,242.24801635742188,59.384569508320816,0.9338276916147088,1760.2438521385193,0.2819482922246614,26.8,99,133,250.56001639817757,464.8666250500797,42.20894442311462,1.5318933453322876
304,4015608f3d5444ec92fa8a86f6dfa75e,TA0154,1,317836.01005809393,581,366,679.9332885742188,180.67135620117188,36.36733154542407,0.9640504581589049,1581.1555395126343,0.32665149626648066,22.9,93,39,238.5769213643245,403.1566479650904,20.89187585772248,1.096691731456512
305,464970a00fba4811b5ad449c9203041f,TA5751,1,267370.5409851974,573,345,560.1387329101562,299.0336608886719,49.45270901621109,0.8455751406980814,1701.373794913292,0.253704236674176,26.8,199,118,259.5729858643596,477.99323150007723,57.43144455320059,-1.3337447516043057
306,9a59a60629b64a0a9cdda00214c45852,TA5751,1,269761.2900177013,620,307,601.1102905273438,287.2784423828125,54.46303286370391,0.8784071564259947,1749.4986853599548,0.2505899899937697,26.8,155,124,255.39904080263872,469.22902215157893,47.7786029769535,-1.4902715869648995
307,6945f361d7054e39874cf8f4cc71c5ca,TA433,0,217049.1112622013,550,435,632.70068359375,213.18380737304688,33.890235062648856,0.9415251938600626,1875.3880754709244,0.317381145506713,17.7,171,14,216.8585114824496,457.8396424570575,40.99573017314615,-0.9474447506085076
308,84d40e22c5554c37a8e0aa28eb87706d,8440,1,211281.95267188843,376,193,415.9753112792969,165.80943298339844,62.71384087843374,0.9171231280516684,1062.3645666837692,0.4766816679278346,24.0,247,165,259.8407361017439,433.41659119375663,21.9619443303497,-1.3681979218277636
309,689e87b183424b979663470f47ffe07e,2840,0,189318.3968325858,627,217,680.8433227539062,183.05316162109375,57.44758828040694,0.9631786004214157,1561.9940712451935,0.29160416276017254,25.3,152,194,309.78534423144504,463.1912233168199,80.03715546276072,-1.4800322939694934
310,2818afda83a24ddab49e5f25080a5248,TA0154,1,316020.30886242015,581,332,658.4005737304688,193.43698120117188,40.89251852733985,0.9558674323769263,1589.6164355278015,0.3662598101336179,22.9,96,79,257.486852503383,410.577548037889,22.044324148184913,1.1568441248697232
311,c36e360df57d422ba238ac8d3f2b2045,TA5751,1,271539.63642046356,620,303,601.1596069335938,285.31195068359375,55.300898995240615,0.8802001543562479,1745.8418312072754,0.25326142686238395,26.8,153,124,255.5755296639533,468.5057886518401,47.15254338670339,-1.49781132947645
312,da4908ccbd3346e2a8216fbf05b2dd90,TA5751,1,247266.029441565,689,242,699.8666381835938,227.80490112304688,58.14967860422406,0.9455428713849559,1741.148399233818,0.30397383673113954,26.8,114,147,261.5138220871022,489.7280385531282,69.15937819874465,1.5005386342953164
313,0bb2e3d0267f47328ede7445ef83ea4c,TA0440,1,201872.2507535942,537,308,625.7562255859375,164.4456787109375,40.931149017620896,0.9648516611362392,1529.6753106117249,0.2877589967284624,16.0,306,151,314.60130521561007,568.1183885708283,162.28205280968336,1.16148307286932
314,c79acbcc6dbf442b9c83b5aaaedb863e,TA433,0,208310.03836661886,527,425,616.951904296875,204.69137573242188,34.3285365335599,0.9433573176212343,1813.8906016349792,0.3085466266675177,17.7,181,23,217.399935935344,451.72634535777644,35.77028267466231,-0.9407193308413003
315,11259652c37646e69c74da9d8b5cbb1b,TA5751,1,264894.4575981064,626,293,607.5237426757812,285.0164489746094,57.46183640920483,0.8831213943872789,1758.4692478179932,0.25344269978907896,26.8,145,116,248.47834058506416,466.0937160787748,42.939063711227426,-1.5495952557674872
316,e9d7ce31f05e4f53b2c43433fab76a6a,CG1741,0,242284.74533549979,635,339,680.0567016601562,163.9063262939453,35.44215422457717,0.9705204922357614,1756.694643497467,0.2282805312936069,27.2,69,79,243.0864976267799,396.2484511616288,27.92265980397677,1.1386067757367928
317,6c79ee8187d0405aaefbce0e9ca2ee2d,CG1741,0,237986.45515799624,624,366,697.9906005859375,156.0744171142578,32.142395407767495,0.9746797716867301,1753.907846570015,0.2207352531166607,27.2,75,60,250.558996652945,394.4115979943318,31.416014126014336,1.112662192424355
318,8f8103b55bf74b8aac34ee56848f6788,TA0432,0,172497.8575855369,449,334,493.7147216796875,208.4691162109375,42.33124699085219,0.9064812354552045,1463.373794913292,0.22683974879052857,14.3,200,98,259.8097886378233,402.04850528405444,29.56849414730854,-1.0687202166205316
319,ab40d54706e543c89612b25ab4d46e09,TA5719,0,159356.9657848529,384,268,446.12261962890625,169.34556579589844,47.76254923927578,0.9251530854897327,1134.413337111473,0.4060057358151043,26.8,105,163,295.32096558697145,307.0503917957607,129.3739544599297,-1.1081931639891693
320,582a2b0524374a71adbca271bcca9d91,TA0477,1,194576.95917775505,459,338,451.5471496582031,312.4901123046875,54.40748335485178,0.7218561332160007,1641.4986853599548,0.450352523049584,16.1,243,63,228.43906276338708,458.50489408327246,36.39014956669942,-1.271741431915447
321,340f7f5e3e18416590e8fc4e80b3c800,TA0159,1,214356.4226785436,400,264,439.2000732421875,178.4206085205078,55.61565895178043,0.9137664452578192,1078.2123266458511,0.48471923752030055,22.3,280,133,261.8318567087798,470.7233168079322,51.57226290252437,-1.0884671712324605
322,66b3e53a6999426a9a2ff6cafead51e4,TA5751,1,250750.28662941733,689,242,699.8666381835938,227.80490112304688,58.14967860422406,0.9455428713849559,1741.148399233818,0.30397383673113954,26.8,114,147,261.5138220871022,489.7280385531282,69.15937819874465,1.5005386342953164
323,cc8e2083d72c4bda92e261e3734ad207,TA0185,0,159738.82673407142,557,287,567.253662109375,207.99656677246094,44.394890823462255,0.9303499108794883,1463.8519358634949,0.29428639732249584,22.8,249,106,273.02251967895285,548.7003130596102,128.9986623307064,1.2793625969541929
324,8570929016824c69923e71464ea08e59,TA5751,1,270946.4057571914,575,345,562.7887573242188,302.7088928222656,49.88727503912363,0.8430258632688443,1720.4032324552536,0.26302830950689493,26.8,197,120,258.9061925605897,475.3620885680177,54.73123659490067,-1.344472123055538
325,2f45856b2186477f80f6776b82b1f499,TA5751,1,270434.52982483886,620,307,601.1102905273438,287.2784423828125,54.46303286370391,0.8784071564259947,1749.4986853599548,0.2505899899937697,26.8,155,124,255.39904080263872,469.22902215157893,47.7786029769535,-1.4902715869648995
326,d0ba78d48bdb401497adc73be4026ea8,TA977,0,207267.45420645777,589,224,578.2953491210938,201.98629760742188,54.691732662275186,0.9370188522698372,1809.959581375122,0.22272508167746774,16.8,219,102,205.58322397910794,515.6232281367339,97.8740537929652,1.481307808705953
327,a65940bff0b24733bd0407ab61bc6eb0,TA433,0,176314.34757546548,501,320,439.22845458984375,266.05242919921875,36.01952345309381,0.7956727284750221,1697.4915450811386,0.18690374422978287,17.7,307,28,214.16621167750367,542.3662249135521,121.15258073758537,1.1821411269204496
