,uuid,id,sex,weight,predicted_weight,area,width,height,MA,ma,eccentricity,perimeter,% area,symmetry,centroid_x,centroid_y,orientation,center distance,x,y
301,08ae0a01bc4e48e080c21fac2b88426c,TA347,0,20.4,27.2,226536.7231945468,520,441,636.056640625,193.4297790527344,0.9526376290559058,1600.5525081157684,32.34400860642172,0.20734708374559196,223.89943573360748,453.3284495526261,0.9436394651420736,33.45722826023056,182,38
101,ea5a9d32864a4a8b80e8c547345b884a,0272,1,22.3,16.0,241881.0262420557,618,341,586.22998046875,282.8846435546875,0.8758690201464981,1909.907846570015,38.203125,0.13830785494542042,245.80341978822202,412.59262118471236,-1.2501561061354711,12.798748871424902,94,114
1026,35da46514a154cf0a524d2cac86e38e8,TA5751,1,26.8,26.799999999999965,274208.0518771227,582,343,565.1286010742188,308.15081787109375,0.8382568562274346,1743.6164355278015,50.83762886597938,0.2650804545107908,259.10829178620173,475.89551476663974,-1.382585804052781,55.30163892581437,193,120
131,821dbc377c194ba886ab5ca6dd77f30b,0253,1,21.8,18.9,259669.47304520212,607,380,686.1937255859375,197.5878448486328,0.9576461625142916,1744.9789142608645,36.024352281878905,0.3078919862628212,255.37852438146896,492.9567388055571,-1.1364298477510226,70.65076672513372,198,45
129,3e7145b7daea41bcacb0628bfb30303f,0251,0,24.2,16.1,277255.8514258852,605,280,665.3077392578125,183.07406616210938,0.9613950105621044,1667.4915450811386,42.573013684445726,0.27006734561873,266.4451362437738,377.8386561187616,-1.3533519670051493,53.19976409603433,64,134
866,1e7f5d9bdd3248bc9c4121c7d6a141fa,TA0477,1,16.1,26.8,175648.3859651697,463,405,513.0368041992189,290.0752868652344,0.8248111366643371,1842.694643497467,39.39081157660392,0.22791088051274225,250.0020006915971,303.4020278614829,-1.0972275119574832,121.01202792184436,44,11
630,e494bf02b86048939e680038b3e7c100,TA0427,0,18.9,26.799999999999965,212551.50506997068,574,287,585.005126953125,249.20692443847656,0.9047273954351392,1639.959581375122,56.43720902995344,0.3276473011948908,195.4454244431066,489.6458960465583,-1.444098593299305,79.3378463963477,190,69
995,e956c489ffa34b64a40dc5caf3a21792,TA5751,1,26.8,16.0,270311.706074929,575,346,562.1569213867189,302.826416015625,0.8425062121604416,1722.3027272224426,49.633270911360796,0.26007822634920946,258.8753050198916,475.90193788513216,-1.3423603774942308,55.227604472999325,198,120
1852,d5ecf991aae14780aa16f8ff4c132ddb,TA5751,1,26.8,26.799999999999965,273057.114419673,607,329,587.4784545898438,302.01971435546875,0.8577332738406339,1765.9423364400864,52.26665296052632,0.2521993044060483,254.21850049391446,474.3031275205496,-1.4380574173399967,52.2739934828411,172,117
772,78941b6ca6404aab968ff97515d0d5e4,TA5751,1,26.8,18.900000000000002,267163.65531967435,652,275,633.3251953125,268.430908203125,0.9057353361070236,1772.4692478179932,58.61998497702368,0.2634035905063942,247.24113649389994,465.95678557456984,1.5563381178537,42.57705853477581,126,120
